,scale,result
170,"Over the past years, immigrants have gotten more from the government than they deserve.","""Immigrants contribute to our society just as much as any American-born citizen, let's stop perpetuating harmful stereotypes and embrace diversity."" #NoToAntiImmigrantSentiments"
171,"Over the past years, immigrants have gotten more from the government than they deserve.","""We should never forget that diversity is our greatest strength, and welcoming immigrants is the true embodiment of this value. #UnitedWeStand"""
172,"Over the past years, immigrants have gotten more from the government than they deserve.","""Just because someone was born in a different country doesn't mean they don't deserve a fair chance at a better life. Let's move towards inclusivity and leave discrimination behind. #EqualOpportunities #NoHate #ImmigrantEquality"""
173,"Over the past years, immigrants have gotten more from the government than they deserve.","""Stop blaming immigrants for problems they didn't create. They contribute to our society just as much as anyone else. #EndImmigrantScapegoating"""
174,"Over the past years, immigrants have gotten more from the government than they deserve.","""Immigrants contribute just as much to society as anyone else, it's time to stop spreading false narratives and start recognizing their value."" #NoMoreAntiImmigrationLies"
175,A boy should be allowed to quit a game if he is losing,"""A true measure of character is how gracefully one accepts a defeat. Quitting just because you're losing? Not a good look, boys (or anyone, for that matter)."" #SportsmanshipMatters"
176,A boy should be allowed to quit a game if he is losing,"""Winning isn't everything, sometimes it's about having fun and learning from the experience. Let the boy quit if he needs to."" #LetThemLearn #WinningIsntEverything"
177,A boy should be allowed to quit a game if he is losing,"""Winning isn't everything - it's important to teach boys that it's okay to lose and learn from defeat. Let them quit a game if they're not enjoying it or need a break #mentalhealthmatters #selfcare"""
178,A boy should be allowed to quit a game if he is losing,"""It's important to teach kids how to handle defeat gracefully, but forcing them to keep playing a game they're losing just teaches them to be sore losers. #LetBoysQuit"""
179,A boy should be allowed to quit a game if he is losing,"Fairness is allowing a boy to bow out when he's losing, giving him an opportunity to learn in a supportive environment. #LosingGracefully #TeachableMoment"
180,Boys have the same obligations to help with household chores as girls,"""Gender roles are so outdated, it's time for everyone, regardless of gender, to share the load and contribute equally to household duties #ChoresDontDiscriminate"""
181,Boys have the same obligations to help with household chores as girls,"""Gender doesn't determine who gets to clean up the kitchen. It's time to ditch outdated stereotypes and embrace equality in household responsibilities."" #BreakTheMold #ChoresForAll"
182,Boys have the same obligations to help with household chores as girls,"""Gender does not dictate chore responsibilities, everyone can contribute equally to maintain a harmonious home #householdequality #breakstereotypes"""
183,Boys have the same obligations to help with household chores as girls,"Household chores aren't just for the ladies, boys need to pitch in too! #GenderRolesSuck"
184,Boys have the same obligations to help with household chores as girls,"""Equality begins at home. Boys and girls should both learn to do household chores to contribute to a healthy and functional family."" #GenderRolesAreOutdated"
185,"Men should be able to compete with women for jobs that have traditionally belonged to women, such as telephone operator","""Gender should never limit one's career choices. Let's break the outdated barriers and open up opportunities for all to flourish in any field. #EqualOpportunity #BreakingGenderStereotypes"" #genderequality #careeropportunities"
186,"Men should be able to compete with women for jobs that have traditionally belonged to women, such as telephone operator","""Opportunities shouldn't be limited by gender, skills and merit should be the deciding factors. Let's break down stereotypes and empower everyone to pursue their calling #GenderEquality #Empowerment #NoMoreLabels"""
